year,state,district,rainfall_mm,temperature_C,humidity_pct,soil_N_kg_ha,soil_P_kg_ha,soil_K_kg_ha,soil_pH,crop,yield_kg_ha
2024,Gujarat,Gujarat_D18,705.7,28.62,75.0,0.0,19.5,0.0,6.59,Jute,3164.4
2021,Tamil Nadu,Tamil_D22,150.0,27.52,61.7,89.6,34.8,78.5,6.22,Wheat,3820.7
2021,Tamil Nadu,Tamil_D87,1065.1,28.91,57.2,55.4,30.5,51.0,6.37,Wheat,4419.8
2022,Tamil Nadu,Tamil_D81,1108.0,27.51,46.9,71.4,1.4,,6.41,Sugarcane,79951.6
2020,Bihar,Bihar_D103,716.6,29.59,59.3,128.6,34.5,66.4,6.66,Pulses,2750.4
2022,Bihar,Bihar_D43,1182.5,26.02,62.9,67.4,0.0,11.5,5.52,Sugarcane,86438.3
2023,West Bengal,West_D112,263.5,25.8,58.8,110.0,24.6,20.1,5.98,Maize,3665.8
2021,Odisha,Odisha_D16,1174.4,23.7,66.2,0.0,46.2,4.6,5.86,Maize,3984.1
2021,Karnataka,Karnataka_D101,1030.2,35.69,62.9,87.1,51.9,7.5,5.58,Maize,3715.4
2021,Gujarat,Gujarat_D10,623.7,26.69,82.6,155.5,27.4,50.9,6.16,Maize,4508.2
2020,West Bengal,West_D39,1065.6,28.74,50.3,62.3,68.0,36.2,6.99,Maize,4355.9
2020,West Bengal,West_D148,547.4,,84.8,,21.1,0.0,5.07,Groundnut,3064.5
2024,Jharkhand,Jharkhand_D15,1342.0,33.37,80.2,114.2,3.1,40.0,6.5,Jute,3341.9
2022,Andhra Pradesh,Andhra_D134,1110.8,26.96,56.1,111.6,47.4,49.8,5.66,Sugarcane,83181.7
2022,Odisha,Odisha_D76,1045.5,28.31,50.9,,33.1,,5.25,Groundnut,3350.2
2023,Gujarat,Gujarat_D108,715.1,23.51,78.4,0.0,6.5,80.4,5.33,Jute,3386.0
2021,Karnataka,Karnataka_D103,1210.1,34.04,78.4,50.1,,,6.13,Wheat,3876.2
2020,Punjab,Punjab_D142,1381.5,27.87,58.1,44.8,22.9,61.4,6.91,Maize,4488.3
2023,West Bengal,West_D78,1542.8,34.19,50.1,71.1,59.2,37.4,6.64,Rice,3633.4
2023,Kerala,Kerala_D81,681.9,24.6,64.0,29.3,45.1,50.0,6.47,Pulses,2689.2
2020,Jharkhand,Jharkhand_D89,1227.4,25.23,21.8,108.2,15.5,,6.88,Sugarcane,82047.3
2022,Uttar Pradesh,Uttar_D3,1458.2,24.89,78.2,96.4,30.6,8.5,7.16,Rice,3567.2
2021,Karnataka,Karnataka_D72,802.8,25.87,60.5,172.6,18.3,79.4,6.96,Cotton,2470.4
2022,Punjab,Punjab_D136,1462.2,29.68,73.0,107.2,57.5,74.9,5.64,Oilseeds,3481.9
2023,Kerala,Kerala_D38,963.5,18.81,96.9,42.6,18.6,25.3,6.86,Maize,3644.5
2021,Karnataka,Karnataka_D104,492.5,26.81,64.1,50.7,14.5,61.2,,Jute,3300.2
2024,Telangana,Telangana_D115,616.0,,80.2,132.9,8.7,35.9,5.59,Cotton,2556.6
2023,Bihar,Bihar_D53,322.6,23.45,66.2,0.0,41.8,0.0,5.52,Pulses,2246.7
2022,Haryana,Haryana_D140,884.4,28.87,63.4,26.4,34.4,21.0,,Wheat,4248.3
2022,Uttar Pradesh,Uttar_D114,835.9,28.2,92.9,103.3,15.0,32.5,6.46,Maize,4667.5
2022,Haryana,Haryana_D89,975.4,30.45,61.7,112.3,14.8,58.1,6.12,Oilseeds,3062.1
2020,Bihar,Bihar_D104,1444.7,28.55,78.2,76.6,70.4,1.4,7.7,Jute,3170.1
2023,Andhra Pradesh,Andhra_D51,893.4,27.72,74.7,65.2,55.6,25.1,6.21,Jute,3664.8
2021,Kerala,Kerala_D78,793.1,24.77,76.3,57.0,30.4,15.8,5.4,Sugarcane,73101.8
2022,Assam,Assam_D22,820.2,23.29,79.4,48.2,47.5,36.6,6.49,Wheat,5151.6
2022,Andhra Pradesh,Andhra_D10,158.7,29.4,77.8,70.3,22.2,95.4,5.7,Cotton,1952.7
2020,Tamil Nadu,Tamil_D138,1173.4,25.98,61.5,162.5,30.7,0.0,6.48,Jute,3664.4
2021,Kerala,Kerala_D86,839.7,28.6,63.5,0.0,51.6,39.0,6.02,Jute,3074.5
2023,Assam,Assam_D100,932.1,26.98,74.1,35.2,31.7,55.4,6.0,Rice,3766.3
2024,Assam,Assam_D33,819.7,18.83,42.2,157.3,7.2,42.9,6.43,Oilseeds,3006.6
2020,Karnataka,Karnataka_D134,951.0,28.93,75.5,123.1,16.8,88.1,6.14,Oilseeds,3094.7
2023,Jharkhand,Jharkhand_D139,375.3,24.5,61.4,18.5,35.6,54.4,5.92,Pulses,2399.9
2024,Odisha,Odisha_D73,899.6,30.46,85.7,71.1,42.7,47.2,6.04,Pulses,2724.3
2022,Karnataka,Karnataka_D55,658.4,19.56,40.6,115.4,58.2,6.3,5.73,Sugarcane,75292.1
2022,Punjab,Punjab_D24,914.0,34.6,,126.6,11.9,74.3,6.74,Maize,4381.8
2021,Bihar,Bihar_D131,,24.62,74.1,35.7,39.1,9.5,5.57,Millets,3113.8
2024,Punjab,Punjab_D142,1091.4,28.88,72.3,48.1,11.4,49.0,5.89,Maize,4517.5
2022,Uttar Pradesh,Uttar_D80,908.6,24.15,89.8,34.7,8.5,2.2,5.4,Rice,3379.1
2022,Odisha,Odisha_D134,381.8,24.69,70.2,68.3,34.3,92.8,6.18,Cotton,2297.2
2021,Madhya Pradesh,Madhya_D88,1278.5,29.74,73.8,100.6,7.1,43.2,7.47,Rice,3338.5
2023,Punjab,Punjab_D41,694.3,26.19,51.7,136.5,26.9,75.8,7.56,Oilseeds,2670.9
2022,Gujarat,Gujarat_D6,756.6,26.47,71.9,17.5,24.7,64.9,6.28,Maize,4282.0
2020,Jharkhand,Jharkhand_D8,,30.4,66.2,125.5,14.5,44.0,6.85,Sugarcane,82550.2
2020,Assam,Assam_D139,1329.4,27.76,65.9,88.2,45.4,63.1,7.17,Cotton,2439.6
2023,Telangana,Telangana_D67,713.6,28.79,46.0,69.1,22.6,39.1,6.43,Cotton,2303.5
2024,Punjab,Punjab_D62,944.6,24.5,95.9,189.4,23.7,0.0,5.69,Sugarcane,79011.0
2021,Madhya Pradesh,Madhya_D78,1172.8,29.67,55.7,156.5,12.8,8.3,5.06,Oilseeds,2714.5
2020,Jharkhand,Jharkhand_D109,1405.3,27.45,65.6,0.0,73.7,63.3,7.29,Jute,3189.2
2020,Andhra Pradesh,Andhra_D130,935.5,28.72,47.7,,16.9,18.0,6.1,Cotton,2539.7
2023,West Bengal,West_D29,1088.7,28.46,48.3,80.7,,34.9,7.31,Maize,4394.7
2024,Jharkhand,Jharkhand_D16,534.4,31.52,48.5,19.5,36.7,56.1,5.84,Millets,2692.6
2024,Jharkhand,Jharkhand_D96,295.1,29.02,93.2,136.3,34.0,43.6,,Rice,3334.6
2023,Karnataka,Karnataka_D67,1122.0,22.36,45.9,138.6,11.3,0.0,7.37,Pulses,2611.4
2020,Madhya Pradesh,Madhya_D130,577.2,24.62,61.4,83.6,0.0,0.0,6.22,Cotton,2202.3
2021,Haryana,Haryana_D91,530.3,27.91,64.0,100.0,42.1,47.2,6.38,Oilseeds,3039.7
2020,Punjab,Punjab_D32,1156.6,28.59,58.9,85.9,12.5,73.0,6.11,Sugarcane,82260.6
2024,Madhya Pradesh,Madhya_D13,841.0,,57.0,75.7,40.4,93.0,7.3,Rice,3425.0
2020,Karnataka,Karnataka_D32,991.0,,63.6,153.9,30.3,98.6,7.12,Wheat,4783.6
2021,Uttar Pradesh,Uttar_D115,386.7,31.37,51.4,68.6,36.1,57.0,6.53,Jute,2727.7
2022,Gujarat,Gujarat_D77,535.6,34.86,84.0,140.7,25.5,70.4,7.24,Jute,2580.4
2020,Chhattisgarh,Chhattisgarh_D147,1552.2,20.38,93.4,,44.4,57.9,7.09,Sugarcane,
2023,Assam,Assam_D2,636.8,28.03,88.8,24.2,2.6,12.6,6.15,Wheat,4082.1
2022,Andhra Pradesh,Andhra_D117,818.7,27.19,41.1,73.4,17.8,9.4,7.71,Cotton,2005.2
2023,Odisha,Odisha_D87,994.9,31.05,40.1,78.0,1.5,43.4,6.77,Wheat,
2023,Gujarat,Gujarat_D61,472.0,28.99,46.5,55.3,13.0,72.9,6.06,Oilseeds,2773.7
2023,Tamil Nadu,Tamil_D149,1441.1,,78.1,58.8,9.2,17.3,7.16,Jute,3409.6
2020,Punjab,Punjab_D145,903.0,17.88,62.2,109.8,36.7,38.5,5.67,Pulses,2596.8
2024,Kerala,Kerala_D137,805.4,26.97,99.0,118.8,0.0,63.3,7.33,Millets,3225.9
2022,Tamil Nadu,Tamil_D60,1327.2,23.38,70.4,108.5,35.3,37.7,5.58,Rice,3540.0
2021,Madhya Pradesh,Madhya_D90,,,86.0,87.5,59.6,41.1,6.55,Jute,4010.6
2024,Telangana,Telangana_D77,1686.8,22.1,86.3,62.7,45.0,76.2,6.14,Sugarcane,82653.0
2020,Haryana,Haryana_D73,725.2,27.91,55.0,63.5,5.5,145.7,6.41,Rice,3538.3
2023,Uttar Pradesh,Uttar_D147,1777.3,28.33,57.4,91.4,39.2,2.8,6.43,Millets,3641.7
2021,Punjab,Punjab_D36,1158.5,29.52,93.2,111.7,50.5,37.2,6.15,Wheat,4978.0
2022,Telangana,Telangana_D97,1576.2,25.39,44.3,153.6,25.3,100.8,6.43,Wheat,5199.2
2024,Telangana,Telangana_D134,1294.3,32.54,67.6,97.7,57.8,43.2,8.35,Rice,2856.3
2024,Andhra Pradesh,Andhra_D64,643.2,23.27,80.5,110.9,33.7,17.0,6.06,Millets,3578.5
2021,West Bengal,West_D27,566.5,21.27,77.1,8.9,43.9,,6.85,Rice,2939.0
2020,Haryana,Haryana_D84,178.4,27.88,64.0,0.8,17.8,37.3,6.58,Oilseeds,2241.6
2022,Uttar Pradesh,Uttar_D133,150.0,24.26,63.4,50.0,36.6,1.2,4.88,Pulses,2121.3
2021,Karnataka,Karnataka_D150,655.1,,51.1,104.5,24.1,27.7,6.01,Rice,3154.1
2023,Chhattisgarh,Chhattisgarh_D50,1406.8,24.37,56.2,56.3,,63.0,6.64,Groundnut,3774.7
2022,Madhya Pradesh,Madhya_D93,700.7,24.68,94.5,0.0,40.1,17.8,7.02,Maize,3907.9
2024,Chhattisgarh,Chhattisgarh_D117,629.4,24.36,73.1,71.5,12.9,53.9,5.64,Rice,3349.2
2021,Karnataka,Karnataka_D26,,24.07,60.8,156.5,,108.7,7.02,Rice,3704.5
2024,Jharkhand,Jharkhand_D38,555.4,26.99,79.3,133.2,70.9,6.0,6.42,Rice,3564.8
2024,Andhra Pradesh,Andhra_D109,1636.2,27.96,63.1,13.9,50.9,33.1,7.49,Maize,4374.9
2024,Chhattisgarh,Chhattisgarh_D106,795.3,24.06,53.6,78.9,40.3,53.9,5.69,Jute,3705.0
2020,Assam,Assam_D21,1272.3,22.32,61.3,62.2,33.2,50.1,5.9,Oilseeds,3064.0
2024,Gujarat,Gujarat_D24,820.0,28.99,48.8,68.8,49.1,54.7,5.31,Jute,3334.9
2023,Punjab,Punjab_D16,909.8,28.55,93.9,100.9,19.7,35.7,6.82,Cotton,2435.7
2023,Bihar,Bihar_D109,1350.8,29.86,79.4,68.8,43.7,58.1,7.37,Rice,3528.4
2022,Andhra Pradesh,Andhra_D34,991.7,22.83,79.3,141.6,9.0,27.9,6.27,Pulses,
2024,Jharkhand,Jharkhand_D122,1497.5,23.69,61.9,15.6,17.3,23.9,6.34,Jute,3702.3
2024,Tamil Nadu,Tamil_D55,586.7,30.29,69.1,112.8,23.1,34.4,5.84,Groundnut,3110.1
2021,Jharkhand,Jharkhand_D115,380.4,30.58,62.5,125.2,59.4,81.5,6.29,Cotton,2245.4
2020,Gujarat,Gujarat_D20,200.3,25.36,48.8,67.5,58.7,32.3,6.36,Pulses,2397.9
2022,Andhra Pradesh,Andhra_D95,1402.0,23.19,83.5,,36.7,87.3,6.57,Sugarcane,84028.1
2024,Karnataka,Karnataka_D135,1260.6,24.19,81.9,183.9,20.9,0.0,6.54,Wheat,5031.4
2021,West Bengal,West_D104,793.7,23.14,76.0,81.4,21.3,74.6,6.08,Maize,
2020,Telangana,Telangana_D144,1019.5,30.19,70.4,115.9,53.2,76.0,5.65,Rice,3680.3
2022,Bihar,Bihar_D133,1327.8,29.85,56.7,123.9,29.6,37.3,,Maize,4567.5
2022,Telangana,Telangana_D102,823.9,27.33,75.0,31.0,42.2,99.3,6.69,Maize,4409.3
2024,Jharkhand,Jharkhand_D68,196.0,24.29,55.4,192.8,39.5,39.6,6.41,Jute,3264.2
2022,Haryana,Haryana_D150,201.1,23.48,57.5,69.1,71.7,59.4,5.93,Oilseeds,2778.5
2021,Uttar Pradesh,Uttar_D128,,24.54,55.5,,17.8,9.7,5.51,Millets,2964.8
2022,Odisha,Odisha_D109,940.9,23.45,60.2,109.0,35.2,47.2,5.95,Cotton,2559.8
2023,Kerala,Kerala_D113,523.4,27.91,58.7,,10.0,14.4,,Jute,3297.3
2021,Odisha,Odisha_D126,1313.4,30.05,80.9,64.6,25.5,0.0,7.14,Jute,3301.5
2020,Kerala,Kerala_D107,390.6,30.18,54.8,109.8,35.9,77.0,5.29,Rice,3230.1
2020,Andhra Pradesh,Andhra_D42,622.6,23.46,69.8,21.9,43.5,,6.56,Millets,
2024,Haryana,Haryana_D37,171.5,24.61,79.1,148.1,8.1,76.6,6.27,Wheat,4188.4
2024,Chhattisgarh,Chhattisgarh_D130,721.9,24.79,88.2,96.5,41.4,42.2,4.9,Oilseeds,2899.1
2023,Odisha,Odisha_D33,902.8,31.08,75.7,106.5,10.3,0.0,7.93,Sugarcane,77141.1
2020,Telangana,Telangana_D125,1331.1,21.66,41.4,64.0,22.0,52.2,6.06,Maize,4124.5
2020,Odisha,Odisha_D118,948.0,26.99,66.6,55.6,37.9,50.1,5.68,Pulses,2808.3
2020,West Bengal,West_D34,1196.4,23.5,80.7,25.1,0.0,24.6,5.39,Rice,3343.5
2020,West Bengal,West_D132,1302.0,26.23,55.2,114.1,22.2,33.0,5.93,Oilseeds,2899.4
2022,Assam,Assam_D136,1056.9,29.78,89.9,7.4,37.2,54.4,6.4,Oilseeds,2943.4
2021,Punjab,Punjab_D31,541.4,,89.6,89.7,26.8,30.9,6.7,Rice,3413.2
2021,Tamil Nadu,Tamil_D55,1061.8,23.99,77.5,56.9,26.7,47.8,6.36,Groundnut,3855.0
2023,Chhattisgarh,Chhattisgarh_D117,1495.1,29.99,84.3,89.9,49.3,42.8,6.62,Cotton,2527.9
2022,Kerala,Kerala_D122,774.0,27.52,88.1,38.7,9.9,36.5,4.66,Maize,4127.9
2020,Madhya Pradesh,Madhya_D9,1121.9,28.93,70.9,136.1,7.9,29.2,6.72,Sugarcane,73573.0
2020,Haryana,Haryana_D41,1111.5,28.06,,34.4,9.4,0.0,5.94,Millets,3001.7
2024,Jharkhand,Jharkhand_D144,752.4,22.14,52.7,0.0,48.2,11.8,,Jute,3195.1
2024,Jharkhand,Jharkhand_D95,1274.9,32.22,80.9,64.7,20.7,31.6,6.88,Wheat,4271.7
2023,West Bengal,West_D31,746.1,26.2,75.9,39.6,51.5,0.0,6.72,Oilseeds,3088.0
2020,Karnataka,Karnataka_D105,1081.2,30.37,99.0,68.6,44.6,10.6,5.78,Rice,3622.3
2023,Bihar,Bihar_D29,804.3,25.6,64.2,42.7,44.6,56.5,6.68,Jute,3441.8
2022,Uttar Pradesh,Uttar_D31,917.5,29.26,89.1,90.7,17.2,21.0,7.18,Rice,3490.2
2021,Gujarat,Gujarat_D95,1273.4,31.04,84.3,18.9,18.2,59.4,5.94,Wheat,4323.7
2020,Chhattisgarh,Chhattisgarh_D147,150.0,30.53,68.4,80.2,82.0,65.4,7.03,Rice,3042.9
2022,Uttar Pradesh,Uttar_D75,1146.8,27.42,42.8,66.0,55.5,0.0,5.13,Groundnut,3164.9
2020,Uttar Pradesh,Uttar_D11,1182.9,25.64,64.0,36.6,63.7,100.1,7.59,Wheat,4556.6
2024,Karnataka,Karnataka_D134,670.0,21.37,68.3,27.3,0.0,32.5,6.18,Sugarcane,78128.4
2023,Bihar,Bihar_D40,887.5,22.05,84.3,140.6,28.3,,5.71,Cotton,2530.6
2024,Assam,Assam_D31,509.5,31.47,74.2,22.3,49.3,,6.82,Jute,2912.4
2021,Madhya Pradesh,Madhya_D96,580.4,23.7,70.5,45.6,50.8,41.9,6.29,Rice,3447.8
2024,Telangana,Telangana_D79,1008.4,30.22,82.4,132.1,50.9,0.0,6.79,Cotton,2295.3
2020,Madhya Pradesh,Madhya_D96,1950.1,30.66,81.6,86.0,43.6,17.4,5.78,Maize,4797.5
2024,Punjab,Punjab_D78,1165.6,28.82,84.5,90.4,38.5,21.1,5.65,Jute,3788.4
2020,Karnataka,Karnataka_D76,560.7,28.56,57.2,41.9,40.7,71.3,6.15,Maize,4064.6
2021,Chhattisgarh,Chhattisgarh_D125,1210.3,22.34,,70.9,46.1,24.8,6.14,Jute,3950.7
2024,Kerala,Kerala_D8,1132.4,21.6,89.5,172.6,,24.4,6.44,Groundnut,4034.5
2023,Odisha,Odisha_D37,209.3,24.37,,129.1,55.8,52.9,6.44,Oilseeds,2953.2
2023,Assam,Assam_D37,773.6,33.61,77.4,32.7,49.4,30.2,6.18,Sugarcane,80380.8
2023,Telangana,Telangana_D108,843.0,32.5,86.4,63.9,29.9,30.0,4.28,Oilseeds,2150.4
2024,Tamil Nadu,Tamil_D13,947.2,27.15,76.9,,32.7,77.9,6.73,Wheat,4955.9
2024,Jharkhand,Jharkhand_D79,887.4,32.18,79.5,111.4,26.0,47.9,5.97,Cotton,2345.5
2024,Assam,Assam_D73,959.1,23.26,86.4,32.1,12.2,19.1,5.93,Oilseeds,3076.7
2020,Karnataka,Karnataka_D56,525.9,25.52,45.7,100.8,38.7,83.4,6.25,Cotton,2344.9
2021,Telangana,Telangana_D47,769.9,33.35,74.4,79.1,62.0,90.4,6.05,Oilseeds,2644.8
2023,Kerala,Kerala_D126,793.7,35.41,74.9,61.8,18.4,60.3,5.12,Cotton,1885.2
2020,West Bengal,West_D1,1364.0,30.09,60.9,69.0,48.9,61.1,5.97,Jute,3434.4
2023,Odisha,Odisha_D32,621.0,20.64,47.0,69.0,52.1,65.1,,Maize,4010.5
2020,Tamil Nadu,Tamil_D141,802.2,32.4,63.0,28.2,38.8,36.2,7.41,Rice,3126.3
2024,Assam,Assam_D90,757.6,25.93,74.7,118.2,19.1,79.0,6.27,Oilseeds,3305.9
2023,Assam,Assam_D18,1535.0,29.89,66.8,82.4,36.0,30.3,6.76,Maize,4914.4
2024,West Bengal,West_D12,1166.1,27.4,74.3,135.8,7.6,31.5,5.91,Pulses,3055.2
2023,West Bengal,West_D107,526.5,31.03,56.0,,11.5,1.6,6.64,Pulses,1994.6
2022,Karnataka,Karnataka_D124,1059.0,27.19,,123.4,44.7,7.9,6.97,Jute,3785.0
2020,West Bengal,West_D147,495.4,37.92,75.1,54.7,38.7,24.7,5.51,Rice,2518.0
2022,Madhya Pradesh,Madhya_D80,1004.2,30.86,51.1,59.5,5.5,27.4,6.35,Wheat,4273.4
2020,Telangana,Telangana_D145,1446.4,21.97,,126.2,0.0,31.7,4.84,Wheat,4084.0
2021,Jharkhand,Jharkhand_D116,150.0,20.29,82.0,130.5,60.0,100.7,7.46,Jute,3008.2
2023,Chhattisgarh,Chhattisgarh_D87,496.7,20.34,72.0,148.2,34.2,31.0,6.92,Oilseeds,2997.6
2021,West Bengal,West_D97,962.3,29.38,54.7,78.2,22.0,45.5,5.65,Sugarcane,79584.0
2021,Madhya Pradesh,Madhya_D122,741.6,30.85,63.8,68.2,,0.0,5.56,Wheat,3776.9
2020,Assam,Assam_D34,985.6,16.55,77.1,141.5,41.6,16.8,6.55,Rice,2823.2
2022,Gujarat,Gujarat_D36,866.7,31.88,56.2,110.5,33.0,4.6,5.11,Pulses,2454.2
2024,Punjab,Punjab_D130,227.7,28.4,93.2,91.2,32.0,74.1,6.03,Wheat,4374.9
2020,Kerala,Kerala_D118,,33.47,78.4,0.0,0.0,50.0,5.58,Groundnut,2681.7
2024,Punjab,Punjab_D116,366.1,23.13,82.4,65.4,,20.4,5.75,Jute,3455.2
2021,Gujarat,Gujarat_D115,982.2,28.16,72.6,60.3,57.3,74.3,5.72,Rice,3672.9
2024,Bihar,Bihar_D39,718.2,28.13,79.1,68.1,34.6,,6.16,Cotton,2470.8
2022,Punjab,Punjab_D84,1860.4,23.91,99.0,43.9,52.2,81.4,6.46,Sugarcane,81299.8
2020,Haryana,Haryana_D23,851.6,21.92,63.4,62.2,70.3,48.4,6.2,Oilseeds,3196.9
2022,Chhattisgarh,Chhattisgarh_D105,1040.4,30.73,64.2,146.4,22.8,98.5,5.88,Wheat,4075.1
2022,Andhra Pradesh,Andhra_D100,1121.6,27.92,99.0,122.1,28.6,,5.67,Cotton,2470.3
2020,Chhattisgarh,Chhattisgarh_D60,1035.0,28.58,89.5,100.5,30.8,47.5,5.27,Sugarcane,76758.2
2022,Jharkhand,Jharkhand_D102,889.3,32.45,67.4,95.3,6.4,50.6,5.87,Oilseeds,2681.7
2023,Tamil Nadu,Tamil_D87,503.8,26.84,58.2,34.1,8.5,11.6,6.48,Sugarcane,78783.6
2023,Jharkhand,Jharkhand_D139,855.3,,63.8,103.8,39.8,,6.35,Sugarcane,78151.9
2023,Assam,Assam_D12,153.6,28.41,99.0,105.2,35.3,16.9,7.21,Groundnut,2876.5
2024,Bihar,Bihar_D114,1095.0,28.52,71.4,80.4,70.0,2.3,6.39,Sugarcane,72485.8
2022,Uttar Pradesh,Uttar_D72,2068.2,21.36,85.8,22.7,,88.7,6.19,Oilseeds,3449.8
2020,Tamil Nadu,Tamil_D23,,26.92,,144.7,70.8,40.1,5.75,Sugarcane,80380.1
2020,Haryana,Haryana_D43,,31.63,74.8,73.6,0.0,19.7,5.67,Cotton,2118.3
2024,Madhya Pradesh,Madhya_D7,279.2,26.49,78.9,98.6,16.1,26.2,5.52,Groundnut,2929.2
2020,Tamil Nadu,Tamil_D147,573.6,25.11,68.2,116.5,,0.0,6.38,Sugarcane,72870.6
2023,Madhya Pradesh,Madhya_D80,1257.9,30.87,66.2,12.6,52.8,95.1,7.14,Oilseeds,2856.7
2022,Haryana,Haryana_D144,321.1,27.05,93.7,148.5,24.0,2.0,5.29,Oilseeds,
2020,Tamil Nadu,Tamil_D32,608.8,24.48,,22.5,46.3,35.3,5.55,Millets,3142.7
2020,Andhra Pradesh,Andhra_D144,1127.1,23.55,,73.4,56.8,46.3,7.1,Groundnut,3651.0
2021,Kerala,Kerala_D22,1223.6,26.78,86.1,145.6,57.7,38.2,5.16,Millets,3507.9
2021,Assam,Assam_D50,856.4,24.35,,25.1,71.1,0.0,5.47,Pulses,2720.6
2021,Odisha,Odisha_D139,949.1,30.61,81.4,65.2,0.3,92.7,7.91,Oilseeds,2468.6
2022,Odisha,Odisha_D148,948.1,,45.5,116.7,21.9,0.0,5.87,Groundnut,3331.0
2023,Haryana,Haryana_D14,406.7,28.11,73.5,136.6,73.1,31.0,6.99,Oilseeds,2845.0
2023,Bihar,Bihar_D146,870.7,28.68,89.3,20.5,14.5,29.6,5.1,Cotton,2147.0
2023,Bihar,Bihar_D134,996.8,29.53,99.0,31.0,18.0,69.9,6.39,Jute,3535.2
2022,West Bengal,West_D49,864.6,33.28,87.5,70.2,29.6,27.1,6.56,Jute,3026.5
2022,Haryana,Haryana_D122,150.0,21.59,73.9,107.6,62.8,44.5,7.05,Rice,3153.4
2021,Chhattisgarh,Chhattisgarh_D129,1514.3,29.43,78.8,73.3,10.9,91.9,7.29,Jute,
2020,Odisha,Odisha_D5,462.7,29.49,80.9,80.4,4.4,32.7,6.88,Groundnut,2968.0
2024,Assam,Assam_D31,928.9,22.65,39.5,,17.3,19.3,6.39,Millets,3257.6
2024,Telangana,Telangana_D137,1028.7,28.04,52.7,86.2,56.6,72.3,6.32,Oilseeds,3069.4
2020,Kerala,Kerala_D47,718.1,25.32,72.2,95.5,37.3,33.4,6.05,Jute,
2021,Haryana,Haryana_D5,997.8,32.61,68.8,105.2,0.0,103.9,5.84,Jute,3137.7
2020,Gujarat,Gujarat_D71,589.9,24.73,64.4,151.9,32.3,5.6,,Cotton,2238.5
2020,Gujarat,Gujarat_D53,1758.8,26.14,75.8,96.3,25.5,0.0,5.37,Pulses,2845.7
2024,Karnataka,Karnataka_D63,795.8,25.48,77.6,109.8,43.8,31.4,5.89,Sugarcane,79342.8
2021,Telangana,Telangana_D149,,23.65,47.0,114.7,,61.4,6.57,Oilseeds,3399.0
2022,Bihar,Bihar_D114,462.9,20.8,49.4,116.2,34.6,42.2,7.01,Pulses,2609.6
2024,Gujarat,Gujarat_D22,1188.5,23.67,63.8,95.3,29.1,40.7,6.76,Groundnut,3483.0
2022,Karnataka,Karnataka_D137,613.1,27.58,78.4,154.1,11.1,,4.67,Jute,3277.8
2021,West Bengal,West_D83,342.7,28.13,66.9,0.0,35.5,8.5,5.99,Maize,3686.0
2020,Odisha,Odisha_D103,474.0,30.25,61.9,76.1,17.4,26.1,6.23,Groundnut,2884.3
2023,Punjab,Punjab_D12,560.8,31.2,91.4,94.4,31.8,55.9,5.38,Jute,2960.0
2023,Gujarat,Gujarat_D126,944.6,28.6,80.0,52.3,67.9,38.8,6.05,Cotton,2513.9
2021,Kerala,Kerala_D6,2050.3,30.19,67.4,144.2,16.9,68.8,6.27,Sugarcane,83948.1
2023,Karnataka,Karnataka_D88,1994.3,29.1,97.1,0.0,27.6,37.4,6.57,Cotton,2284.8
2022,West Bengal,West_D112,771.3,22.59,71.5,63.2,27.4,90.0,6.44,Sugarcane,74703.8
2023,Andhra Pradesh,Andhra_D47,1283.8,28.53,84.3,2.2,14.2,37.0,7.1,Sugarcane,79099.1
2021,Kerala,Kerala_D107,398.5,27.05,55.6,61.4,48.2,72.2,5.34,Millets,
2021,Assam,Assam_D7,150.0,24.74,49.0,43.8,36.7,28.0,6.22,Groundnut,2896.3
2022,Odisha,Odisha_D136,912.2,27.05,57.9,93.6,50.7,59.2,6.42,Oilseeds,3168.7
2023,Tamil Nadu,Tamil_D82,1118.5,28.43,78.0,183.1,0.0,35.5,7.91,Jute,3271.0
2023,Karnataka,Karnataka_D98,1213.3,26.19,68.1,140.4,49.7,30.8,7.15,Oilseeds,3235.2
2020,Bihar,Bihar_D66,1331.9,30.97,67.4,17.8,32.3,69.7,6.57,Jute,3508.9
2024,Madhya Pradesh,Madhya_D24,767.8,28.36,73.5,101.2,38.7,49.6,7.11,Oilseeds,3030.4
2021,Jharkhand,Jharkhand_D30,928.8,30.5,72.3,57.0,26.7,29.3,5.81,Sugarcane,76015.3
2020,Assam,Assam_D26,1228.5,32.03,88.4,119.8,15.0,34.2,6.93,Jute,3355.6
2021,Haryana,Haryana_D139,1377.4,25.42,61.7,115.1,37.3,62.0,6.33,Jute,4061.8
2020,Andhra Pradesh,Andhra_D44,537.1,25.22,48.7,142.9,18.3,36.6,7.65,Oilseeds,2540.5
2024,Haryana,Haryana_D74,984.3,31.63,94.5,152.7,29.8,0.0,7.57,Millets,3114.0
2020,Jharkhand,Jharkhand_D37,1159.8,23.92,63.0,126.4,34.0,,6.67,Groundnut,3686.8
2021,Jharkhand,Jharkhand_D47,959.0,26.61,88.1,73.0,29.0,18.0,5.91,Wheat,4801.3
2023,Chhattisgarh,Chhattisgarh_D66,651.2,25.05,76.0,72.1,19.6,91.3,6.76,Wheat,4586.8
2021,West Bengal,West_D23,901.2,23.04,92.0,20.7,48.8,19.2,8.37,Groundnut,2837.2
